ds	gene	nSNPs	pp.h4
eQTLGen_cis_eQTLs	ENSG00000143799	274	5.6574999872022e-05
eQTLGen_cis_eQTLs	ENSG00000143811	274	0.0311038667485386
eQTLGen_cis_eQTLs	ENSG00000163050	270	0.104906555177182
eQTLGen_cis_eQTLs	ENSG00000182827	274	0.961747318085834
eQTLGen_cis_eQTLs	ENSG00000183814	274	0.00724025601295533
eQTLGen_cis_eQTLs	ENSG00000196187	274	0.00209656586695554
eQTLGen_cis_eQTLs	ENSG00000163041	251	0.212388699286853
eQTLGen_cis_eQTLs	ENSG00000143641	170	0.669443666514943
eQTLGen_cis_eQTLs	ENSG00000054282	237	9.0033273031294e-08
eQTLGen_cis_eQTLs	ENSG00000117020	240	7.2861818521056e-05
eQTLGen_cis_eQTLs	ENSG00000143702	237	1.60745813328228e-05
Adipose_Subcutaneous	ENSG00000049245	188	0.946881892737601
Adipose_Subcutaneous	ENSG00000162461	273	5.82791937761353e-07
Adipose_Subcutaneous	ENSG00000084636	70	0.974392813787437
Adipose_Subcutaneous	ENSG00000184389	158	0.00026293193713879
Adipose_Subcutaneous	ENSG00000187815	72	2.28764157553563e-06
Adipose_Subcutaneous	ENSG00000152763	565	0.0177879339924015
Adipose_Subcutaneous	ENSG00000198160	565	3.80125845003483e-06
Adipose_Subcutaneous	ENSG00000162613	755	0.978695827744781
Adipose_Subcutaneous	ENSG00000188641	362	0.0146956343127517
Adipose_Subcutaneous	ENSG00000162631	445	4.79885374012919e-05
Adipose_Subcutaneous	ENSG00000198890	445	0.11889646362147
Adipose_Subcutaneous	ENSG00000198162	386	0.90720406905519
Adipose_Subcutaneous	ENSG00000117360	410	0.88735561284351
Adipose_Subcutaneous	ENSG00000143374	410	0.924334475390619
Adipose_Subcutaneous	ENSG00000143437	468	0.611216393947043
Adipose_Subcutaneous	ENSG00000163125	410	0.935091383606971
Adipose_Subcutaneous	ENSG00000143575	178	0.32233317226656
Adipose_Subcutaneous	ENSG00000160678	178	0.100740796115135
Adipose_Subcutaneous	ENSG00000117601	1242	0.00015386124736795
Adipose_Subcutaneous	ENSG00000152061	1242	0.518628066197502
Adipose_Subcutaneous	ENSG00000183831	1222	0.0459609130098118
Adipose_Subcutaneous	ENSG00000213047	1521	0.0093558494537334
Adipose_Subcutaneous	ENSG00000163431	178	0.00171747786227408
Adipose_Subcutaneous	ENSG00000198892	178	0.0116333780962847
Adipose_Subcutaneous	ENSG00000163041	229	0.166270143137297
Adipose_Subcutaneous	ENSG00000143641	163	0.0107753894814181
Adipose_Visceral_Omentum	ENSG00000049245	188	0.739757641035309
Adipose_Visceral_Omentum	ENSG00000132906	273	6.06793232364662e-07
Adipose_Visceral_Omentum	ENSG00000162461	273	6.77124772297035e-07
Adipose_Visceral_Omentum	ENSG00000186094	642	0.60660291018871
Adipose_Visceral_Omentum	ENSG00000240563	89	0.0484854223424849
Adipose_Visceral_Omentum	ENSG00000198160	565	3.88952242841735e-06
Adipose_Visceral_Omentum	ENSG00000172260	2037	0.0972898076293288
Adipose_Visceral_Omentum	ENSG00000162613	755	0.998947158520387
Adipose_Visceral_Omentum	ENSG00000237435	1280	0.044574956018115
Adipose_Visceral_Omentum	ENSG00000188641	362	0.0160251219096549
Adipose_Visceral_Omentum	ENSG00000162631	445	0.0417867627404759
Adipose_Visceral_Omentum	ENSG00000198162	386	0.0185385182567709
Adipose_Visceral_Omentum	ENSG00000143374	410	0.938574670539674
Adipose_Visceral_Omentum	ENSG00000163125	410	0.940040614505938
Adipose_Visceral_Omentum	ENSG00000143194	238	0.138130376021787
Adipose_Visceral_Omentum	ENSG00000117593	1242	0.000119989710569848
Adipose_Visceral_Omentum	ENSG00000117601	1242	0.0337751227270682
Adipose_Visceral_Omentum	ENSG00000152061	1242	0.787112439078397
Adipose_Visceral_Omentum	ENSG00000157064	35	0.634574724283968
Adipose_Visceral_Omentum	ENSG00000213047	1521	0.0263494514508999
Adipose_Visceral_Omentum	ENSG00000163431	178	0.00440633882271122
Adipose_Visceral_Omentum	ENSG00000198892	178	0.141020987876698
Adipose_Visceral_Omentum	ENSG00000163041	229	0.25416557198577
Adrenal_Gland	ENSG00000049245	188	0.973977517268272
Adrenal_Gland	ENSG00000142615	273	0.702134812855919
Adrenal_Gland	ENSG00000162366	74	0.874520316299136
Adrenal_Gland	ENSG00000152763	565	0.0958690425172347
Adrenal_Gland	ENSG00000198160	565	0.00131350619716803
Adrenal_Gland	ENSG00000143374	410	0.880304590221472
Adrenal_Gland	ENSG00000117601	1242	0.499858409144033
Adrenal_Gland	ENSG00000135870	1242	0.466560293000511
Adrenal_Gland	ENSG00000163041	229	0.210118924291173
Artery_Aorta	ENSG00000049245	188	0.984967712429777
Artery_Aorta	ENSG00000162461	273	5.82756441350105e-07
Artery_Aorta	ENSG00000197312	273	0.58338739324627
Artery_Aorta	ENSG00000162366	74	0.985204634452157
Artery_Aorta	ENSG00000162367	74	0.96465270518336
Artery_Aorta	ENSG00000152763	565	4.51183395758341e-05
Artery_Aorta	ENSG00000198160	565	6.94681767930768e-06
Artery_Aorta	ENSG00000162613	755	0.963866220212916
Artery_Aorta	ENSG00000188641	362	0.767437372150403
Artery_Aorta	ENSG00000162631	445	0.0998258662694313
Artery_Aorta	ENSG00000143369	410	0.796287532138503
Artery_Aorta	ENSG00000143374	410	0.734357248300314
Artery_Aorta	ENSG00000143382	410	0.0113040849907295
Artery_Aorta	ENSG00000163125	410	0.00742863501817487
Artery_Aorta	ENSG00000143376	58	0.884525214377565
Artery_Aorta	ENSG00000143575	178	0.396128939857768
Artery_Aorta	ENSG00000117601	1242	0.00161985953279224
Artery_Aorta	ENSG00000152061	1242	0.695198598348306
Artery_Aorta	ENSG00000163431	178	0.0719067403923463
Artery_Aorta	ENSG00000198700	178	0.420855453867524
Artery_Aorta	ENSG00000143641	163	0.86003672410766
Artery_Coronary	ENSG00000049245	188	0.984989144199207
Artery_Coronary	ENSG00000162461	273	0.0422621130893326
Artery_Coronary	ENSG00000163125	410	0.872159519740099
Artery_Coronary	ENSG00000117601	1242	0.0990790329021107
Artery_Tibial	ENSG00000049245	188	0.978878988358123
Artery_Tibial	ENSG00000116786	273	0.863237461439818
Artery_Tibial	ENSG00000132906	273	3.63716340312372e-06
Artery_Tibial	ENSG00000162461	273	5.82752276876545e-07
Artery_Tibial	ENSG00000197312	273	0.972935452535763
Artery_Tibial	ENSG00000184389	158	0.000244750113889801
Artery_Tibial	ENSG00000162366	74	0.964991150914549
Artery_Tibial	ENSG00000162367	74	0.983806690981184
Artery_Tibial	ENSG00000152763	565	3.97401535395877e-06
Artery_Tibial	ENSG00000198160	565	3.46966556003167e-06
Artery_Tibial	ENSG00000162613	755	0.936334338773513
Artery_Tibial	ENSG00000117569	1618	0.0127723406670304
Artery_Tibial	ENSG00000188641	362	0.470685521424855
Artery_Tibial	ENSG00000162631	445	0.0784708407539031
Artery_Tibial	ENSG00000198162	386	0.13235876315594
Artery_Tibial	ENSG00000143374	410	0.906067275432607
Artery_Tibial	ENSG00000143382	410	5.9594955573016e-06
Artery_Tibial	ENSG00000143437	468	0.753495177999471
Artery_Tibial	ENSG00000163125	410	0.179210451793341
Artery_Tibial	ENSG00000143376	58	0.00379418447181901
Artery_Tibial	ENSG00000143575	178	0.396998083514073
Artery_Tibial	ENSG00000143157	238	0.0102059106001269
Artery_Tibial	ENSG00000143194	238	0.419404287299643
Artery_Tibial	ENSG00000117601	1242	0.0147979995384068
Artery_Tibial	ENSG00000135870	1242	0.759160265746253
Artery_Tibial	ENSG00000152061	1242	0.795576716989778
Artery_Tibial	ENSG00000183831	1222	0.0607071841576513
Artery_Tibial	ENSG00000151414	1521	0.036332191317317
Artery_Tibial	ENSG00000213047	1521	0.00194497902849626
Artery_Tibial	ENSG00000134375	178	4.95707503429818e-08
Artery_Tibial	ENSG00000163431	178	0.00352501172831035
Artery_Tibial	ENSG00000198700	178	0.448362845883105
Artery_Tibial	ENSG00000163041	229	0.186467474569964
Brain_Amygdala	ENSG00000143374	410	0.84138637907213
Brain_Amygdala	ENSG00000178796	58	0.642311557864427
Brain_Amygdala	ENSG00000143194	238	0.999093589456638
Brain_Amygdala	ENSG00000162753	1082	0.309802988674658
Brain_Anterior_cingulate_cortex_BA24	ENSG00000049245	188	0.890786618534283
Brain_Anterior_cingulate_cortex_BA24	ENSG00000162461	273	0.346052000937025
Brain_Anterior_cingulate_cortex_BA24	ENSG00000143194	238	0.999152357637834
Brain_Anterior_cingulate_cortex_BA24	ENSG00000117601	1242	0.406887432260451
Brain_Anterior_cingulate_cortex_BA24	ENSG00000162753	1082	0.26648944098524
Brain_Anterior_cingulate_cortex_BA24	ENSG00000081237	1241	0.0766371666835637
Brain_Caudate_basal_ganglia	ENSG00000049245	188	0.979348008356315
Brain_Caudate_basal_ganglia	ENSG00000162461	273	0.00550371186278153
Brain_Caudate_basal_ganglia	ENSG00000084636	70	5.41863369478036e-07
Brain_Caudate_basal_ganglia	ENSG00000198160	565	0.0125144890630487
Brain_Caudate_basal_ganglia	ENSG00000172260	2037	0.982925200230835
Brain_Caudate_basal_ganglia	ENSG00000143369	410	0.895104893495992
Brain_Caudate_basal_ganglia	ENSG00000163125	410	0.745451601466686
Brain_Caudate_basal_ganglia	ENSG00000182134	58	0.269813319559002
Brain_Caudate_basal_ganglia	ENSG00000143194	238	0.980618832908769
Brain_Caudate_basal_ganglia	ENSG00000152382	238	0.967888000372503
Brain_Caudate_basal_ganglia	ENSG00000117601	1242	0.0366937930047871
Brain_Caudate_basal_ganglia	ENSG00000162753	1082	0.0188389869550726
Brain_Caudate_basal_ganglia	ENSG00000163041	229	0.187494645042265
Brain_Cerebellar_Hemisphere	ENSG00000116786	273	0.978171591448843
Brain_Cerebellar_Hemisphere	ENSG00000162461	273	5.83179830227944e-07
Brain_Cerebellar_Hemisphere	ENSG00000197312	273	0.699093622762299
Brain_Cerebellar_Hemisphere	ENSG00000084636	70	0.656577067245857
Brain_Cerebellar_Hemisphere	ENSG00000187889	706	0.433426074123367
Brain_Cerebellar_Hemisphere	ENSG00000173406	260	0.612734118618132
Brain_Cerebellar_Hemisphere	ENSG00000240563	89	0.238446046096234
Brain_Cerebellar_Hemisphere	ENSG00000162433	431	0.400774257174067
Brain_Cerebellar_Hemisphere	ENSG00000198160	565	0.105254285666562
Brain_Cerebellar_Hemisphere	ENSG00000143369	410	0.847588586098875
Brain_Cerebellar_Hemisphere	ENSG00000143450	58	0.851522163984157
Brain_Cerebellar_Hemisphere	ENSG00000117601	1242	0.120801348579991
Brain_Cerebellar_Hemisphere	ENSG00000135870	1242	0.318317464743949
Brain_Cerebellar_Hemisphere	ENSG00000198700	178	0.263611853903
Brain_Cerebellar_Hemisphere	ENSG00000117595	314	0.423667958648449
Brain_Cerebellar_Hemisphere	ENSG00000143799	229	0.0865619791255674
Brain_Cerebellar_Hemisphere	ENSG00000143641	163	0.825539697902789
Brain_Cerebellum	ENSG00000116786	273	0.979243234630919
Brain_Cerebellum	ENSG00000162461	273	6.05796174086647e-07
Brain_Cerebellum	ENSG00000197312	273	0.365317546072395
Brain_Cerebellum	ENSG00000187815	72	0.118161332853125
Brain_Cerebellum	ENSG00000186790	74	0.956426181700516
Brain_Cerebellum	ENSG00000187889	706	0.759394487571174
Brain_Cerebellum	ENSG00000173406	260	0.558794705646564
Brain_Cerebellum	ENSG00000240563	89	0.863963433912322
Brain_Cerebellum	ENSG00000198160	565	0.00335085972857909
Brain_Cerebellum	ENSG00000162613	755	0.887896057283052
Brain_Cerebellum	ENSG00000143369	410	0.0283926137167797
Brain_Cerebellum	ENSG00000143374	410	0.649257603870011
Brain_Cerebellum	ENSG00000143450	58	0.148127832456792
Brain_Cerebellum	ENSG00000117601	1242	0.238947043368924
Brain_Cerebellum	ENSG00000152061	1242	0.568230011617376
Brain_Cerebellum	ENSG00000162753	1082	0.2697608742933
Brain_Cerebellum	ENSG00000143799	229	0.0185898853348126
Brain_Cerebellum	ENSG00000143811	229	0.575141620837983
Brain_Cerebellum	ENSG00000143641	163	0.997258499856259
Brain_Cortex	ENSG00000162461	273	1.00738034183371e-06
Brain_Cortex	ENSG00000084636	70	5.76158605596908e-07
Brain_Cortex	ENSG00000162366	74	0.693653310010311
Brain_Cortex	ENSG00000162367	74	0.934512254953139
Brain_Cortex	ENSG00000118473	667	0.0574094427638646
Brain_Cortex	ENSG00000198160	565	0.0421982824152435
Brain_Cortex	ENSG00000143194	238	0.999153891896522
Brain_Cortex	ENSG00000117601	1242	0.508849264617086
Brain_Cortex	ENSG00000162753	1082	0.310002769622367
Brain_Cortex	ENSG00000183831	1222	0.0158656755983456
Brain_Cortex	ENSG00000198892	178	0.00322306319318299
Brain_Cortex	ENSG00000173409	163	0.890748417286797
Brain_Frontal_Cortex_BA9	ENSG00000162461	273	0.000394423029976108
Brain_Frontal_Cortex_BA9	ENSG00000084636	70	0.00455238710984489
Brain_Frontal_Cortex_BA9	ENSG00000143374	410	0.819349855731588
Brain_Frontal_Cortex_BA9	ENSG00000143194	238	0.999153916923609
Brain_Frontal_Cortex_BA9	ENSG00000162753	1082	0.277119480487151
Brain_Frontal_Cortex_BA9	ENSG00000163431	178	0.116567795861307
Brain_Hippocampus	ENSG00000049245	188	0.984030669226845
Brain_Hippocampus	ENSG00000084636	70	1.79557868582958e-07
Brain_Hippocampus	ENSG00000163125	410	0.712027538039434
Brain_Hippocampus	ENSG00000143194	238	0.999147362066895
Brain_Hippocampus	ENSG00000117601	1242	0.288329855690628
Brain_Hippocampus	ENSG00000152061	1242	0.278883465536316
Brain_Hippocampus	ENSG00000162753	1082	0.131019509874378
Brain_Hypothalamus	ENSG00000162461	273	0.00227906420220169
Brain_Hypothalamus	ENSG00000143194	238	0.99558376318833
Brain_Hypothalamus	ENSG00000213047	1521	0.0837926177000276
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000162461	273	0.00196500340281042
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000172260	2037	0.975049820010882
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000143369	410	0.864411356534371
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000143194	238	0.999153276985198
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000117601	1242	0.134033828237191
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000162753	1082	0.140008198540487
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000183831	1222	0.0351410147462201
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000163431	178	0.740514867535172
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000198892	178	0.0291035319084206
Brain_Putamen_basal_ganglia	ENSG00000084636	70	2.92013905760629e-07
Brain_Putamen_basal_ganglia	ENSG00000162366	74	0.928401759981783
Brain_Putamen_basal_ganglia	ENSG00000172260	2037	0.989799660880116
Brain_Putamen_basal_ganglia	ENSG00000163125	410	0.759246718685148
Brain_Putamen_basal_ganglia	ENSG00000143575	178	0.324873032743512
Brain_Putamen_basal_ganglia	ENSG00000143194	238	0.997651844354042
Brain_Putamen_basal_ganglia	ENSG00000117601	1242	0.581685019457919
Brain_Putamen_basal_ganglia	ENSG00000162753	1082	0.163766039629277
Brain_Spinal_cord_cervical_c-1	ENSG00000143437	468	0.631017260193828
Brain_Spinal_cord_cervical_c-1	ENSG00000143194	238	0.990092338832318
Brain_Spinal_cord_cervical_c-1	ENSG00000162753	1082	0.264261271397236
Brain_Substantia_nigra	ENSG00000162461	273	0.200256514092822
Brain_Substantia_nigra	ENSG00000187815	72	0.497857924625972
Brain_Substantia_nigra	ENSG00000143194	238	0.99807888141482
Breast_Mammary_Tissue	ENSG00000162461	273	5.83259573500895e-07
Breast_Mammary_Tissue	ENSG00000197312	273	0.888234074820483
Breast_Mammary_Tissue	ENSG00000198160	565	3.14810713733334e-05
Breast_Mammary_Tissue	ENSG00000254685	779	0.0420267616622857
Breast_Mammary_Tissue	ENSG00000162613	755	0.959531631841854
Breast_Mammary_Tissue	ENSG00000188641	362	0.197702324558433
Breast_Mammary_Tissue	ENSG00000162631	445	0.0466875376530367
Breast_Mammary_Tissue	ENSG00000143374	410	0.91535830871364
Breast_Mammary_Tissue	ENSG00000163125	410	0.404393843448343
Breast_Mammary_Tissue	ENSG00000143194	238	0.706098170143476
Breast_Mammary_Tissue	ENSG00000117601	1242	0.208921603800565
Breast_Mammary_Tissue	ENSG00000135870	1242	0.409477552719213
